SYSTEM IP,SYSTEM NAME,MANAGER,SCAN ID,STATUS,FIX,CIS,PCI,IOS,DESCRIPTION,CHECK NAME
IP_001,web_HOST_A,server,1439223498,FAIL,"Set the space_left_action parameter in /etc/audit/auditd.conf to email, exec, single, or halt: Example: space_left_action = email Set the admin_space_left_action parameter in /etc/audit/auditd.conf to single or halt: Example: admin_space_left_action = single Note: A Mail Transfer Agent (MTA) must be installed and configured properly to set space_left_action = email Internal Only - General.","8.2,8.3","10.2,10.3,10.7",A.12.4.1,"The auditd daemon can be configured to halt the system, put the system in single user mode or send a warning message, if the partition that holds the audit log files is low on space. The space_left_action parameter tells the system what action to take when the system has detected that it is starting to get low on disk space. Valid values are ignore, syslog, rotate, email, exec, suspend, single, and halt. - ignore, the audit daemon does nothing - syslog, the audit daemon will issue a warning to syslog - rotate, the audit daemon will rotate logs, losing the oldest to free up space - email, the audit daemon will send a warning to the email account specified in action_mail_acct as well as sending the message to syslog - exec, /path-to-script will execute the script. You cannot pass parameters to the script. The script is also responsible for telling the auditd daemon to resume logging once its completed its action - suspend, the audit daemon will stop writing records to the disk - single, the audit daemon will put the computer system in single user mode - halt, the audit daemon will shut down the system The admin_space_left_action parameter tells the system what action to take when the system has detected that it is low on disk space. Valid values are ignore, syslog, rotate, email, exec, suspend, single, and halt. - ignore, the audit daemon does nothing - syslog, the audit daemon will issue a warning to syslog - rotate, the audit daemon will rotate logs, losing the oldest to free up space - email, the audit daemon will send a warning to the email account specified in action_mail_acct as well as sending the message to syslog - exec, /path-to-script will execute the script. You cannot pass parameters to the script. The script is also responsible for telling the auditd daemon to resume logging once its completed its action - suspend, the audit daemon will stop writing records to the disk - single, the audit daemon will put the computer system in single user mode - halt, the audit daemon will shut down the system Internal Only - General.",Ensure system warns when audit logs are low on space.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /tmp. Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /tmp partition. Example: <device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /tmp with the configured options: # mount -o remount /tmp.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /tmp partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /tmp. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /tmp partition. Example: <device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /tmp with the configured options: # mount -o remount /tmp.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /tmp partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var partition. Example: <device> /var <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var with the configured options: # mount -o remount /var.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /var partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var partition. Example: <device> /var <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var with the configured options: # mount -o remount /var.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/tmp. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/tmp partition. Example: <device> /var/tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/tmp with the configured options: # mount -o remount /var/tmp.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var/tmp partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/tmp. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/tmp partition. Example: <device> /var/tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/tmp with the configured options: # mount -o remount /var/tmp.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /var/tmp partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/log. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /var/log partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/log. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var/log partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/log/audit. Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/log/audit partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /var/log/audit partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /var/log/audit. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/log/audit partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /var/log/audit partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"For new installations, during installation create a custom partition setup and specify a separate partition for /home. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate. Internal Only - General.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /home directory is used to support disk storage needs of local users.,Ensure separate partition exists for /home.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /home. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. Example: <device> /home <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /home with the configured options: # mount -o remount /home.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /home partition.
IP_001,web_HOST_A,server,1439223498,FAIL,"- IF - a separate partition exists for /dev/shm. Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /dev/shm partition. Example: tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /dev/shm with the configured options: # mount -o remount /dev/shm Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is used as shared memory space by applications.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /dev/shm partition.
IP_001,web_HOST_A,server,1439223498,PASS,"- IF - a separate partition exists for /dev/shm. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Example: tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /dev/shm with the configured options: # mount -o remount /dev/shm Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is used as shared memory space by applications.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /dev/shm partition.
IP_001,web_HOST_A,server,1439223498,FAIL,Install AIDE using the appropriate package manager or manual installation: # apt install aide aide-common Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Run the following commands to initialize AIDE: # aideinit # mv /var/lib/aide/aide.db.new /var/lib/aide/aide.db.,3.14,"10.2.1,11.5",A.12.4.3,"AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system.",Ensure AIDE is installed.
IP_001,web_HOST_A,server,1439223498,FAIL,Install AppArmor. # apt install apparmor apparmor-utils.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,AppArmor provides Mandatory Access Controls.,Ensure AppArmor is installed.
IP_001,web_HOST_A,server,1439223498,PASS,"Edit the /etc/motd file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform - OR - - IF - the motd is not used, this file can be removed. Run the following command to remove the motd file: # rm /etc/motd.",,,,"The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version.",Ensure message of the day is configured properly.
IP_001,web_HOST_A,server,1439223498,FAIL,"Edit the /etc/issue.net file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform Example: # echo ""Authorized users only. All activity may be monitored and reported."" > /etc/issue.net.",,,,"The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version.",Ensure remote login warning banner is configured properly.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following commands to set mode, owner, and group on /etc/motd: # chown root:root $(readlink -e /etc/motd) # chmod u-x,go-wx $(readlink -e /etc/motd) - OR - Run the following command to remove the /etc/motd file: # rm /etc/motd.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users.,Ensure access to /etc/motd is configured.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to stop nfs-server.service and remove nfs-kernel- server package: # systemctl stop nfs-server.service # apt purge nfs-kernel-server - OR - - IF - the nfs-kernel-server package is required as a dependency: Run the following commands to stop and mask the nfs-server.service: # systemctl stop nfs-server.service # systemctl mask nfs-server.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Network File System (NFS) is one of the first and most widely distributed file systems in the UNIX environment. It provides the ability for systems to mount file systems of other servers through the network.,Ensure network file system services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following commands to stop vsftpd.service and remove the vsftpd package: # systemctl stop vsftpd.service # apt purge vsftpd - OR - - IF - the vsftpd package is required as a dependency: Run the following commands to stop and mask the vsftpd.service: # systemctl stop vsftpd.service # systemctl mask vsftpd.service Note: Other ftp server packages may exist. If not required and authorized by local site policy, they should also be removed. If the package is required for a dependency, the service should be stopped and masked.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The File Transfer Protocol (FTP) provides networked computers with the ability to transfer files.,Ensure ftp server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop smbd.service and remove samba package: # systemctl stop smbd.service # apt purge samba - OR - - IF - the samba package is required as a dependency: Run the following commands to stop and mask the smbd.service: # systemctl stop smbd.service # systemctl mask smbd.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,The Samba daemon allows system administrators to configure their Linux systems to share file systems and directories with Windows desktops. Samba will advertise the file systems and directories via the Server Message Block (SMB) protocol. Windows desktop users will be able to mount these directories and file systems as letter drives on their systems.,Ensure samba file server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following commands to stop squid.service and remove the squid package: # systemctl stop squid.service # apt purge squid - OR - If the squid package is required as a dependency: Run the following commands to stop and mask the squid.service: # systemctl stop squid.service # systemctl mask squid.service.,4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,Squid is a standard proxy server used in many distributions and environments.,Ensure web proxy server services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,"Edit /etc/postfix/main.cf and add the following line to the RECEIVING MAIL section. If the line already exists, change it to look like the line below: inet_interfaces = loopback-only Run the following command to restart postfix: # systemctl restart postfix Note: - This recommendation is designed around the postfix mail server. - Depending on your environment you may have an alternative MTA installed such as exim4. If this is the case consult the documentation for your installed MTA to configure the recommended state.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"Mail Transfer Agents (MTA), such as sendmail and Postfix, are used to listen for incoming mail and transfer the messages to the appropriate user or mail server. If the system is not intended to be a mail server, it is recommended that the MTA be configured to only process local mail.",Ensure mail transfer agent is configured for local-only mode.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following commands to stop rpcbind.socket and rpcbind.service, and remove the rpcbind package: # systemctl stop rpcbind.socket rpcbind.service # apt purge rpcbind - OR - - IF - the rpcbind package is required as a dependency: Run the following commands to stop and mask the rpcbind.socket and rpcbind.service: # systemctl stop rpcbind.socket rpcbind.service # systemctl mask rpcbind.socket rpcbind.service.",4.8,"1.1.6,1.2.1,2.2.2,2.2.5",A.13.1.3,"The rpcbind utility maps RPC services to the ports on which they listen. RPC processes notify rpcbind when they start, registering the ports they are listening on and the RPC program numbers they expect to serve. The client system then contacts rpcbind on the server with a particular RPC program number. The rpcbind.service redirects the client to the proper port number so it can communicate with the requested service. Portmapper is an RPC service, which always listens on tcp and udp 111, and is used to map other RPC services (such as nfs, nlockmgr, quotad, mountd, etc.) to their corresponding port number on the server. When a remote host makes an RPC call to that server, it first consults with portmap to determine where the RPC server is listening.",Ensure rpcbind services are not in use.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to install Uncomplicated Firewall (UFW): apt install ufw.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"The Uncomplicated Firewall (ufw) is a frontend for iptables and is particularly well-suited for host-based firewalls. ufw provides a framework for managing Netfilter, as well as a command-line interface for manipulating the firewall.",Ensure ufw is installed.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to remove the iptables-persistent package: # apt purge iptables-persistent.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"The iptables-persistent is a boot-time loader for Netfilter rules, iptables plugin.",Ensure iptables-persistent is not installed with ufw.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to unmask the ufw daemon: # systemctl unmask ufw.service Run the following command to enable and start the ufw daemon: # systemctl --now enable ufw.service active Run the following command to enable ufw: # ufw enable.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"UncomplicatedFirewall (ufw) is a frontend for iptables. ufw provides a framework for managing Netfilter, as well as a command-line and available graphical user interface for manipulating the firewall. Note: - When running ufw enable or starting ufw via its initscript, ufw will flush its chains. This is required so ufw can maintain a consistent state, but it may drop existing connections (eg ssh). ufw does support adding rules before enabling the firewall. - Run the following command before running ufw enable. # ufw allow proto tcp from any to any port 22 - The rules will still be flushed, but the ssh port will be open after enabling the firewall. Please note that once ufw is 'enabled', ufw will not flush the chains when adding or removing rules (but will when modifying a rule or changing the default policy) - By default, ufw will prompt when enabling the firewall while running under ssh. This can be disabled by using ufw --force enable.",Ensure ufw service is enabled.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following commands to implement a default deny policy: # ufw default deny incoming # ufw default deny outgoing # ufw default deny routed.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,A default deny policy on connections ensures that any unconfigured network usage will be rejected. Note: Any port or protocol without a explicit allow before the default deny will be blocked.,Ensure ufw default deny firewall policy.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to install nftables: # apt install nftables.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"nftables provides a new in-kernel packet classification framework that is based on a network-specific Virtual Machine (VM) and a new nft userspace command line tool. nftables reuses the existing Netfilter subsystems such as the existing hook infrastructure, the connection tracking system, NAT, userspace queuing and logging subsystem. Notes: - nftables is available in Linux kernel 3.13 and newer - Only one firewall utility should be installed and configured - Changing firewall settings while connected over the network can result in being locked out of the system.",Ensure nftables is installed.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following command for the base chains with the input, forward, and output hooks to implement a default DROP policy: # nft chain <table family> <table name> <chain name> { policy drop \; } Example: # nft chain inet filter input { policy drop \; } # nft chain inet filter forward { policy drop \; } # nft chain inet filter output { policy drop \; }.","4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,Base chain policy is the default verdict that will be applied to packets reaching the end of the chain.,Ensure nftables default deny firewall policy.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following command to remove nftables: # apt purge nftables.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,nftables is a subsystem of the Linux kernel providing filtering and classification of network packets/datagrams/frames and is the successor to iptables.,Ensure nftables is not installed with iptables.
IP_001,web_HOST_A,server,1439223498,FAIL,Run one of the following commands to either remove ufw or stop and mask ufw Run the following command to remove ufw: # apt purge ufw - OR - Run the following commands to disable ufw: # ufw disable # systemctl stop ufw # systemctl mask ufw Note: ufw disable needs to be run before systemctl mask ufw in order to correctly disable UFW.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,Uncomplicated Firewall (UFW) is a program for managing a Netfilter firewall designed to be easy to use. - Uses a command-line interface consisting of a small number of simple commands - Uses iptables for configuration.,Ensure ufw is uninstalled or disabled with iptables.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following commands to implement a default DROP policy: # iptables -P INPUT DROP # iptables -P OUTPUT DROP # iptables -P FORWARD DROP.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"A default deny all policy on connections ensures that any unconfigured network usage will be rejected. Notes: - Changing firewall settings while connected over network can result in being locked out of the system - Remediation will only affect the active system firewall, be sure to configure the default policy in your firewall management to apply on boot as well.",Ensure iptables default deny firewall policy.
IP_001,web_HOST_A,server,1439223498,FAIL,IF IPv6 is enabled on your system: Run the following commands to implement a default DROP policy: # ip6tables -P INPUT DROP # ip6tables -P OUTPUT DROP # ip6tables -P FORWARD DROP.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"A default deny all policy on connections ensures that any unconfigured network usage will be rejected. Note: - Changing firewall settings while connected over network can result in being locked out of the system - Remediation will only affect the active system firewall, be sure to configure the default policy in your firewall management to apply on boot as well.",Ensure ip6tables default deny firewall policy.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following commands to implement the loopback rules: # ip6tables -A INPUT -i lo -j ACCEPT # ip6tables -A OUTPUT -o lo -j ACCEPT # ip6tables -A INPUT -s ::1 -j DROP.,"4.4,4.5","1.1.4,1.3.1,1.4",A.13.1.1,"Configure the loopback interface to accept traffic. Configure all other interfaces to deny traffic to the loopback network (::1). Note: - Changing firewall settings while connected over network can result in being locked out of the system - Remediation will only affect the active system firewall, be sure to configure the default policy in your firewall management to apply on boot as well.",Ensure ip6tables loopback traffic is configured.
IP_001,web_HOST_A,server,1439223498,FAIL,"Run the following commands to unmask, enable and start auditd: # systemctl unmask auditd # systemctl enable auditd # systemctl start auditd.",8.2,"10.2,10.3",A.12.4.1,Turn on the auditd daemon to record system events.,Ensure auditd service is enabled and active.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following command to Install auditd and audispd-plugins # apt install auditd audispd-plugins.,8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.12.4.1,auditd is the userspace component to the Linux Auditing System. It's responsible for writing audit records to the disk.,Ensure auditd packages are installed.
IP_001,web_HOST_A,server,1439223498,PASS,"Edit /etc/default/grub and add audit=1 to GRUB_CMDLINE_LINUX: Example: GRUB_CMDLINE_LINUX=""audit=1"" Run the following command to update the grub2 configuration: # update-grub.",8.2,"10.2,10.3",A.12.4.1,Configure grub2 so that processes that are capable of being audited can be audited even if they start up prior to auditd startup.,Ensure auditing for processes that start prior to auditd is enabled.
IP_001,web_HOST_A,server,1439223498,FAIL,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor scope changes for system administrators. Example: # printf '%s\n' ""-w /etc/sudoers -p wa -k scope"" ""-w /etc/sudoers.d -p wa -k scope"" >> /etc/audit/rules.d/50-scope.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi.",8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.12.4.3,"Monitor scope changes for system administrators. If the system has been properly configured to force system administrators to log in as themselves first and then use the sudo command to execute privileged commands, it is possible to monitor changes in scope. The file /etc/sudoers, or files in /etc/sudoers.d, will be written to when the file(s) or related attributes have changed. The audit records will be tagged with the identifier ""scope"".",Ensure changes to system administration scope (sudoers) is collected.
IP_001,web_HOST_A,server,1439223498,FAIL,"Create audit rules Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify date and time information. 64 Bit systems Example: # printf \"" -a always,exit -F arch=b64 -S adjtimex,settimeofday,clock_settime -k time-change -a always,exit -F arch=b32 -S adjtimex,settimeofday,clock_settime -k time-change -w /etc/localtime -p wa -k time-change \"" >> /etc/audit/rules.d/50-time-change.rules Load audit rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep \""enabled\"") =~ \""2\"" ]]; then printf \""Reboot required to load rules\\n\""; fi.",8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.12.1.2,"Capture events where the system date and/or time has been modified. The parameters in this section are set to determine if the; - adjtimex - tune kernel clock - settimeofday - set time using timeval and timezone structures - stime - using seconds since 1/1/1970 - clock_settime - allows for the setting of several internal clocks and timers system calls have been executed. Further, ensure to write an audit record to the configured audit log file upon exit, tagging the records with a unique identifier such as ""time-change"".",Ensure events that modify date and time information are collected.
IP_001,web_HOST_A,server,1439223498,FAIL,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor session initiation information. Example: # printf "" -w /var/run/utmp -p wa -k session -w /var/log/wtmp -p wa -k session -w /var/log/btmp -p wa -k session "" >> /etc/audit/rules.d/50-session.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi.",8.5,"10.1,10.2.2,10.2.4,10.2.5,10.3",A.9.4.2,"Monitor session initiation events. The parameters in this section track changes to the files associated with session events. - /var/run/utmp - tracks all currently logged in users. - /var/log/wtmp - file tracks logins, logouts, shutdown, and reboot events. - /var/log/btmp - keeps track of FAILlogin attempts and can be read by entering the command /usr/bin/last -f /var/log/btmp. All audit records will be tagged with the identifier ""session."".",Ensure session initiation information is collected.
IP_001,web_HOST_A,server,1439223498,PASS,"Run the following command to remove more permissive mode than 0640 from the audit configuration files: # find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) -exec chmod u-x,g-wx,o-rwx {} +.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,Audit configuration files control auditd and what events are audited.,Ensure audit configuration files mode is configured.
IP_001,web_HOST_A,server,1439223498,NA,"Run the following command to configure the audit log files to be group owned by adm: # find $(dirname $(awk -F""="" '/^\s*log_file/ {print $2}' /etc/audit/auditd.conf | xargs)) -type f \( ! -group adm -a ! -group root \) -exec chgrp adm {} + Run the following command to set the log_group parameter in the audit configuration file to log_group = adm: # sed -ri 's/^\s*#?\s*log_group\s*=\s*\S+(\s*#.*)?.*$/log_group = adm\1/' /etc/audit/auditd.conf Run the following command to restart the audit daemon to reload the configuration file: # systemctl restart auditd.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,Audit log files contain information about the system and system activity.,Ensure audit log files group owner is configured.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to change ownership to root user: # find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -user root -exec chown root {} +.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,Audit configuration files control auditd and what events are audited.,Ensure audit configuration files owner is configured.
IP_001,web_HOST_A,server,1439223498,PASS,Run the following command to change group to root: # find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -group root -exec chgrp root {} +.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,Audit configuration files control auditd and what events are audited.,Ensure audit configuration files group owner is configured.
IP_001,web_HOST_A,server,1439223498,FAIL,Run the following command to install systemd-journal-remote: # apt install systemd-journal-remote.,8.2,"10.2,10.3",A.12.4.1,"Journald systemd-journal-remote supports the ability to send log events it gathers to a remote log host or to receive messages from remote hosts, thus enabling centralized log management.",Ensure systemd-journal-remote is installed.
IP_001,web_HOST_A,server,1439223498,NA,"Set the following parameter in the [Journal] section in /etc/systemd/journald.conf or a file in /etc/systemd/journald.conf.d/ ending in .conf: ForwardToSyslog=no Example: #!/usr/bin/env bash { [ ! -d /etc/systemd/journald.conf.d/ ] && mkdir /etc/systemd/journald.conf.d/ if grep -Psq -- '^\h*\[Journal\] /etc/systemd/journald.conf.d/60- journald.conf; then printf '%s\n' ""ForwardToSyslog=no"" >> /etc/systemd/journald.conf.d/60- journald.conf else printf '%s\n' ""[Journal]"" ""ForwardToSyslog=no"" >> /etc/systemd/journald.conf.d/60-journald.conf fi } Note: If this setting appears in a canonically later file, or later in the same file, the setting will be overwritten Run to following command to update the parameters in the service: # systemctl reload-or-restart systemd-journald.",8.2,"10.2,10.3",A.12.4.1,Data from journald should be kept in the confines of the service and not forwarded to other services.,Ensure journald ForwardToSyslog is disabled.
IP_001,web_HOST_A,server,1439223498,PASS,"- IF - cron is installed on the system: Run the following commands to unmask, enable, and start cron: # systemctl unmask ""$(systemctl list-unit-files | awk '$1~/^crond?\.service/{print $1}')"" # systemctl --now enable ""$(systemctl list-unit-files | awk '$1~/^crond?\.service/{print $1}')"".",,,,The cron daemon is used to execute batch jobs on the system.,Ensure cron daemon is enabled and active.
IP_001,web_HOST_A,server,1439223498,FAIL,- IF - cron is installed on the system: Run the following commands to set ownership and permissions on /etc/crontab: # chown root:root /etc/crontab # chmod og-rwx /etc/crontab.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /etc/crontab file is used by cron to control its own jobs. The commands in this item make sure that root is the user and group owner of the file and that only the owner can access the file.,Ensure permissions on /etc/crontab are configured.
IP_001,web_HOST_A,server,1439223498,FAIL,- IF - cron is installed on the system: Run the following commands to set ownership and permissions on the /etc/cron.hourly directory: # chown root:root /etc/cron.hourly/ # chmod og-rwx /etc/cron.hourly/.,3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"This directory contains system cron jobs that need to run on an hourly basis. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.",Ensure permissions on /etc/cron.hourly are configured.
